Id,Prediction
r184_c40,5
r728_c40,5
r295_c40,5
r327_c40,5
r664_c40,5
r957_c40,4
r923_c40,5
r403_c40,5
r50_c40,5
r268_c40,5
r232_c40,5
r522_c40,3
r106_c40,3
r760_c40,5
r768_c40,5
r843_c40,5
r195_c40,5
r170_c40,5
r748_c40,5
r848_c40,4
r313_c40,5
r640_c40,5
r993_c40,5
r886_c40,4
r377_c40,5
r20_c40,5
r187_c40,5
r799_c40,5
r259_c40,4
r933_c40,5
r738_c40,5
r556_c40,5
r393_c40,5
r441_c40,3
r814_c40,5
r526_c40,5
r34_c40,4
r587_c40,5
r771_c40,2
r810_c40,5
r677_c40,4
r733_c40,5
r94_c40,5
r303_c40,5
r482_c40,5
r988_c40,5
r560_c40,5
r66_c40,5
r910_c40,5
r460_c40,2
r633_c40,5
r297_c40,4
r384_c40,5
r589_c40,5
r881_c40,4
r811_c40,5
r331_c40,5
r517_c40,5
r998_c40,5
r907_c40,5
r362_c40,5
r16_c40,5
r861_c40,5
r314_c40,5
r366_c40,5
r820_c40,3
r12_c40,5
r136_c40,5
r8_c40,5
r437_c40,4
r375_c40,5
r298_c40,5
r284_c40,5
r554_c40,5
r802_c40,4
r718_c40,5
r137_c40,5
r969_c40,5
r11_c40,5
r608_c40,4
r78_c40,5
r788_c40,5
r547_c40,5
r114_c40,5
r19_c40,5
r402_c40,5
r127_c40,5
r524_c40,5
r283_c40,5
r418_c40,5
r808_c40,4
r724_c40,4
r835_c40,5
r124_c40,5
r55_c40,5
r336_c40,5
r790_c40,4
r713_c40,5
r749_c40,4
r916_c40,5
r416_c40,5
r112_c40,5
r242_c40,5
r924_c40,5
r481_c40,5
r959_c40,5
r472_c40,4
r395_c40,5
r425_c40,4
r914_c40,5
r779_c40,5
r523_c40,5
r278_c40,5
r224_c40,3
r333_c40,5
r965_c40,4
r28_c40,5
r309_c40,5
r203_c40,5
r301_c40,3
r651_c40,5
r17_c40,5
r41_c40,5
r179_c40,5
r141_c40,5
r208_c40,5
r409_c40,3
r79_c40,5
r650_c40,5
r548_c40,3
r335_c40,5
r37_c40,5
r490_c40,5
r744_c40,5
r636_c40,5
r109_c40,5
r134_c40,5
r704_c40,3
r519_c40,5
r542_c40,5
r599_c40,4
r644_c40,5
r276_c40,5
r319_c40,5
r846_c40,4
r213_c40,5
r527_c40,5
r585_c40,3
r189_c40,4
r177_c40,5
r198_c40,5
r374_c40,4
r197_c40,4
r591_c40,5
r778_c40,5
r438_c40,5
r978_c40,5
r119_c40,4
r249_c40,4
r192_c40,5
r39_c40,5
r807_c40,5
r361_c40,5
r231_c40,4
r662_c40,3
r702_c40,5
r725_c40,3
r570_c40,2
r351_c40,3
r750_c40,5
r737_c40,5
r880_c40,5
r890_c40,5
r575_c40,5
r926_c40,5
r263_c40,5
r752_c40,5
r497_c40,5
r504_c40,5
r892_c40,5
r321_c40,5
r329_c40,5
r383_c40,5
r565_c40,5
r756_c40,5
r833_c40,5
r852_c40,5
r72_c40,5
r193_c40,5
r773_c40,5
r87_c40,5
r525_c40,5
r275_c40,5
r75_c40,5
r477_c40,5
r692_c40,5
r15_c40,5
r795_c40,5
r883_c40,5
r272_c40,4
r166_c40,5
r58_c40,5
r549_c40,5
r83_c40,5
r889_c40,5
r302_c40,4
r720_c40,5
r1_c40,5
r348_c40,5
r769_c40,5
r696_c40,5
r467_c40,5
r350_c40,3
r885_c40,5
r695_c40,5
r204_c40,2
r511_c40,5
r332_c40,4
r175_c40,5
r675_c40,5
r617_c40,5
r653_c40,5
r185_c40,5
r138_c40,5
r394_c40,5
r932_c40,5
r468_c40,5
r555_c40,5
r499_c40,5
r406_c40,5
r503_c40,5
r256_c40,5
r767_c40,5
r30_c40,5
r240_c40,5
r257_c40,5
r296_c40,5
r304_c40,5
r604_c40,5
r448_c40,4
r937_c40,5
r440_c40,5
r397_c40,5
r271_c40,5
r919_c40,5
r646_c40,5
r115_c40,5
r77_c40,5
r903_c40,5
r365_c40,5
r766_c40,5
r805_c40,5
r619_c40,5
r572_c40,5
r618_c40,5
r847_c40,4
r561_c40,4
r682_c40,5
r471_c40,5
r775_c40,5
r70_c40,5
r672_c40,4
r566_c40,5
r622_c40,5
r157_c40,5
r865_c40,4
r100_c40,5
r49_c40,5
r238_c40,5
r954_c40,4
r485_c40,5
r635_c40,5
r201_c40,5
r475_c40,5
r81_c40,5
r343_c40,5
r908_c40,5
r312_c40,5
r494_c40,5
r186_c40,5
r995_c40,5
r372_c40,5
r212_c40,5
r432_c40,5
r991_c40,5
r551_c40,5
r783_c40,5
r330_c40,2
r552_c40,5
r71_c40,5
r571_c40,5
r495_c40,5
r89_c40,5
r180_c40,5
r770_c40,5
r401_c40,5
r461_c40,5
r661_c40,5
r227_c40,5
r975_c40,5
r152_c40,5
r364_c40,4
r804_c40,5
r379_c40,5
r936_c40,5
r407_c40,3
r299_c40,3
r300_c40,3
r431_c40,5
r583_c40,4
r513_c40,5
r59_c40,5
r380_c40,5
r837_c40,5
r626_c40,5
r99_c40,5
r898_c40,5
r711_c40,5
r159_c40,4
r439_c40,3
r466_c40,5
r824_c40,5
r67_c40,5
r107_c40,5
r470_c40,5
r40_c40,3
r681_c40,5
r947_c40,5
r220_c40,5
r53_c40,5
r818_c40,5
r864_c40,4
r958_c40,5
r630_c40,4
r982_c40,5
r360_c40,5
r956_c40,3
r545_c40,5
r436_c40,5
r615_c40,5
r359_c40,5
r736_c40,5
r876_c40,5
r345_c40,5
r24_c40,5
r315_c40,5
r945_c40,5
r674_c40,5
r934_c40,4
r178_c40,5
r62_c40,4
r199_c40,5
r639_c40,5
r500_c40,5
r687_c40,5
r544_c40,5
r391_c40,5
r474_c40,4
r221_c40,5
r652_c40,5
r968_c40,5
r754_c40,5
r828_c40,5
r95_c40,5
r105_c40,5
r663_c40,5
r382_c40,5
r882_c40,5
r305_c40,5
r340_c40,5
r685_c40,5
r578_c40,5
r352_c40,5
r628_c40,5
r631_c40,5
r806_c40,5
r388_c40,5
r486_c40,5
r913_c40,5
r530_c40,3
r727_c40,5
r501_c40,5
r943_c40,4
r442_c40,5
r254_c40,5
r535_c40,5
r273_c40,5
r730_c40,5
r986_c40,4
r161_c40,5
r101_c40,4
r803_c40,5
r196_c40,3
r57_c40,5
r918_c40,5
r887_c40,5
r787_c40,5
r326_c40,5
r47_c40,5
r18_c40,5
r962_c40,5
r462_c40,5
r841_c40,3
r385_c40,5
r705_c40,5
r782_c40,4
r205_c40,4
r323_c40,1
r190_c40,5
r877_c40,4
r655_c40,5
r45_c40,5
r656_c40,5
r287_c40,5
r985_c40,4
r894_c40,5
r722_c40,2
r781_c40,5
r86_c40,5
r423_c40,5
r60_c40,5
r322_c40,5
r862_c40,3
r381_c40,5
r68_c40,5
r600_c40,5
r616_c40,5
r262_c40,5
r838_c40,5
r153_c40,5
r625_c40,4
r165_c40,5
r216_c70,4
r454_c70,4
r741_c70,4
r102_c70,5
r356_c70,5
r487_c70,5
r173_c70,5
r219_c70,3
r598_c70,5
r809_c70,3
r52_c70,5
r609_c70,5
r147_c70,5
r791_c70,5
r353_c70,5
r906_c70,4
r836_c70,5
r987_c70,5
r562_c70,4
r295_c70,5
r868_c70,5
r21_c70,5
r50_c70,5
r232_c70,4
r354_c70,5
r522_c70,5
r106_c70,5
r760_c70,5
r61_c70,5
r768_c70,4
r217_c70,5
r145_c70,5
r843_c70,5
r195_c70,3
r821_c70,4
r915_c70,3
r182_c70,4
r20_c70,5
r187_c70,5
r667_c70,5
r933_c70,5
r738_c70,5
r556_c70,3
r393_c70,5
r214_c70,5
r526_c70,4
r587_c70,5
r7_c70,5
r677_c70,3
r733_c70,3
r94_c70,5
r435_c70,5
r132_c70,5
r560_c70,5
r66_c70,5
r977_c70,5
r84_c70,5
r633_c70,5
r746_c70,5
r740_c70,5
r881_c70,5
r670_c70,4
r537_c70,5
r811_c70,5
r331_c70,5
r973_c70,5
r126_c70,5
r998_c70,4
r907_c70,5
r13_c70,5
r16_c70,5
r715_c70,5
r861_c70,5
r311_c70,5
r871_c70,5
r820_c70,3
r113_c70,5
r338_c70,5
r320_c70,4
r218_c70,3
r593_c70,4
r298_c70,4
r718_c70,5
r137_c70,5
r969_c70,5
r531_c70,5
r827_c70,5
r543_c70,5
r260_c70,5
r78_c70,5
r515_c70,5
r717_c70,4
r114_c70,5
r524_c70,5
r111_c70,5
r418_c70,5
r835_c70,3
r749_c70,4
r916_c70,3
r416_c70,5
r112_c70,5
r607_c70,5
r902_c70,5
r270_c70,3
r316_c70,5
r942_c70,5
r959_c70,5
r252_c70,5
r899_c70,4
r464_c70,3
r80_c70,5
r697_c70,5
r914_c70,5
r523_c70,5
r278_c70,5
r826_c70,5
r333_c70,5
r905_c70,5
r509_c70,4
r163_c70,5
r28_c70,5
r309_c70,4
r944_c70,4
r651_c70,5
r17_c70,5
r41_c70,4
r179_c70,4
r789_c70,5
r800_c70,4
r141_c70,4
r208_c70,5
r747_c70,5
r449_c70,5
r650_c70,5
r548_c70,5
r335_c70,5
r37_c70,4
r307_c70,5
r1000_c70,4
r490_c70,5
r744_c70,5
r519_c70,4
r542_c70,4
r310_c70,5
r31_c70,5
r817_c70,5
r276_c70,4
r901_c70,5
r151_c70,5
r920_c70,2
r590_c70,5
r846_c70,5
r939_c70,5
r527_c70,4
r189_c70,5
r122_c70,3
r374_c70,2
r290_c70,5
r778_c70,5
r438_c70,5
r683_c70,4
r469_c70,5
r119_c70,5
r249_c70,5
r884_c70,5
r192_c70,5
r620_c70,5
r612_c70,4
r39_c70,5
r807_c70,5
r347_c70,5
r361_c70,4
r231_c70,5
r269_c70,3
r857_c70,5
r662_c70,5
r459_c70,5
r702_c70,5
r772_c70,5
r648_c70,3
r264_c70,5
r725_c70,1
r351_c70,5
r691_c70,5
r533_c70,5
r895_c70,5
r54_c70,5
r853_c70,4
r433_c70,5
r860_c70,4
r263_c70,5
r10_c70,5
r758_c70,5
r512_c70,3
r573_c70,5
r413_c70,5
r286_c70,5
r755_c70,3
r118_c70,5
r703_c70,2
r833_c70,5
r852_c70,5
r951_c70,5
r538_c70,3
r193_c70,4
r87_c70,3
r355_c70,4
r27_c70,5
r246_c70,5
r869_c70,3
r700_c70,1
r430_c70,4
r191_c70,5
r946_c70,5
r209_c70,5
r15_c70,5
r584_c70,3
r739_c70,3
r166_c70,5
r58_c70,5
r371_c70,5
r183_c70,4
r36_c70,4
r720_c70,5
r601_c70,5
r348_c70,4
r349_c70,5
r938_c70,3
r592_c70,5
r745_c70,3
r696_c70,5
r467_c70,5
r258_c70,5
r885_c70,5
r798_c70,5
r602_c70,4
r980_c70,5
r999_c70,4
r332_c70,5
r43_c70,5
r675_c70,3
r65_c70,5
r516_c70,5
r185_c70,5
r138_c70,2
r394_c70,5
r279_c70,5
r64_c70,3
r627_c70,4
r676_c70,4
r123_c70,5
r483_c70,5
r503_c70,5
r767_c70,5
r160_c70,5
r296_c70,5
r698_c70,5
r819_c70,3
r440_c70,5
r397_c70,5
r897_c70,5
r271_c70,5
r647_c70,5
r450_c70,3
r855_c70,4
r115_c70,5
r342_c70,5
r188_c70,5
r763_c70,2
r996_c70,3
r478_c70,4
r223_c70,5
r618_c70,5
r689_c70,5
r753_c70,5
r561_c70,4
r859_c70,5
r202_c70,4
r226_c70,5
r775_c70,5
r830_c70,4
r672_c70,4
r611_c70,5
r164_c70,3
r488_c70,4
r157_c70,4
r865_c70,5
r815_c70,5
r909_c70,5
r408_c70,3
r98_c70,5
r614_c70,4
r238_c70,2
r911_c70,3
r930_c70,5
r623_c70,4
r116_c70,5
r708_c70,5
r635_c70,5
r201_c70,5
r475_c70,5
r386_c70,5
r908_c70,3
r494_c70,5
r952_c70,5
r186_c70,5
r82_c70,4
r995_c70,4
r541_c70,5
r751_c70,5
r534_c70,5
r714_c70,5
r372_c70,4
r629_c70,5
r212_c70,3
r432_c70,5
r399_c70,5
r551_c70,4
r528_c70,4
r571_c70,5
r813_c70,5
r495_c70,4
r339_c70,5
r180_c70,4
r829_c70,5
r770_c70,5
r358_c70,5
r461_c70,5
r400_c70,5
r369_c70,5
r661_c70,5
r975_c70,5
r152_c70,3
r804_c70,5
r936_c70,5
r816_c70,5
r407_c70,2
r299_c70,4
r431_c70,5
r251_c70,4
r59_c70,5
r108_c70,5
r380_c70,5
r99_c70,5
r719_c70,3
r536_c70,5
r824_c70,4
r67_c70,5
r559_c70,5
r870_c70,5
r801_c70,5
r40_c70,3
r550_c70,5
r564_c70,5
r56_c70,5
r947_c70,5
r53_c70,5
r891_c70,3
r328_c70,4
r140_c70,5
r443_c70,5
r707_c70,5
r392_c70,5
r411_c70,5
r359_c70,4
r736_c70,5
r73_c70,5
r24_c70,5
r315_c70,4
r971_c70,5
r92_c70,4
r934_c70,5
r972_c70,4
r178_c70,4
r514_c70,3
r62_c70,5
r994_c70,5
r199_c70,5
r281_c70,5
r671_c70,5
r368_c70,5
r389_c70,5
r721_c70,5
r687_c70,4
r544_c70,5
r391_c70,5
r474_c70,5
r6_c70,5
r233_c70,5
r652_c70,4
r679_c70,4
r95_c70,5
r143_c70,4
r105_c70,5
r3_c70,5
r382_c70,5
r489_c70,5
r685_c70,5
r578_c70,4
r352_c70,5
r631_c70,5
r229_c70,5
r806_c70,5
r388_c70,4
r913_c70,4
r530_c70,5
r943_c70,3
r645_c70,2
r318_c70,5
r442_c70,5
r706_c70,4
r273_c70,5
r161_c70,5
r101_c70,5
r803_c70,5
r196_c70,4
r174_c70,5
r57_c70,5
r26_c70,4
r887_c70,5
r787_c70,5
r638_c70,5
r699_c70,5
r22_c70,5
r266_c70,5
r44_c70,5
r129_c70,5
r462_c70,5
r247_c70,5
r841_c70,5
r605_c70,4
r110_c70,5
r705_c70,5
r241_c70,4
r135_c70,5
r245_c70,5
r935_c70,4
r410_c70,4
r896_c70,5
r317_c70,5
r205_c70,4
r370_c70,5
r337_c70,4
r877_c70,4
r419_c70,5
r655_c70,5
r45_c70,5
r103_c70,3
r656_c70,5
r150_c70,5
r378_c70,5
r776_c70,5
r287_c70,5
r866_c70,5
r86_c70,5
r716_c70,3
r2_c70,5
r60_c70,5
r563_c70,5
r649_c70,5
r9_c70,5
r405_c70,4
r156_c70,4
r68_c70,4
r600_c70,5
r616_c70,5
r262_c70,5
r153_c70,3
r480_c70,5
r970_c70,3
r216_c315,2
r102_c315,5
r487_c315,3
r173_c315,4
r292_c315,5
r219_c315,4
r867_c315,3
r52_c315,5
r147_c315,3
r987_c315,2
r295_c315,2
r664_c315,5
r957_c315,4
r868_c315,2
r21_c315,5
r403_c315,5
r232_c315,5
r875_c315,5
r354_c315,5
r106_c315,4
r217_c315,5
r843_c315,5
r195_c315,3
r821_c315,4
r288_c315,5
r182_c315,4
r844_c315,3
r230_c315,3
r993_c315,3
r886_c315,4
r20_c315,5
r426_c315,5
r933_c315,5
r210_c315,5
r556_c315,2
r441_c315,5
r526_c315,5
r7_c315,5
r69_c315,5
r435_c315,4
r172_c315,4
r132_c315,5
r977_c315,5
r633_c315,5
r746_c315,5
r297_c315,3
r589_c315,5
r586_c315,5
r581_c315,5
r670_c315,5
r878_c315,3
r362_c315,4
r13_c315,5
r16_c315,5
r311_c315,3
r680_c315,5
r338_c315,5
r218_c315,3
r8_c315,3
r969_c315,2
r11_c315,3
r827_c315,5
r543_c315,5
r260_c315,5
r654_c315,4
r608_c315,5
r577_c315,5
r19_c315,5
r127_c315,3
r524_c315,5
r51_c315,5
r111_c315,5
r808_c315,5
r124_c315,5
r710_c315,5
r916_c315,3
r112_c315,4
r390_c315,5
r242_c315,5
r427_c315,3
r942_c315,3
r252_c315,5
r80_c315,5
r642_c315,3
r826_c315,3
r777_c315,5
r333_c315,4
r965_c315,3
r509_c315,3
r944_c315,3
r41_c315,2
r179_c315,4
r800_c315,4
r409_c315,4
r335_c315,4
r37_c315,4
r434_c315,5
r496_c315,4
r387_c315,5
r484_c315,5
r599_c315,3
r276_c315,2
r319_c315,5
r901_c315,3
r151_c315,3
r939_c315,4
r585_c315,5
r122_c315,5
r177_c315,5
r198_c315,5
r125_c315,4
r249_c315,5
r857_c315,5
r659_c315,5
r264_c315,4
r553_c315,3
r33_c315,5
r54_c315,5
r890_c315,4
r926_c315,4
r860_c315,4
r263_c315,5
r10_c315,5
r504_c315,5
r573_c315,5
r383_c315,4
r703_c315,5
r833_c315,4
r852_c315,4
r120_c315,3
r72_c315,5
r538_c315,3
r87_c315,5
r275_c315,4
r27_c315,5
r869_c315,5
r491_c315,5
r191_c315,4
r15_c315,5
r684_c315,5
r900_c315,5
r739_c315,4
r272_c315,2
r371_c315,4
r549_c315,5
r889_c315,3
r1_c315,5
r348_c315,3
r349_c315,4
r984_c315,4
r42_c315,5
r686_c315,1
r999_c315,3
r690_c315,5
r675_c315,4
r394_c315,2
r555_c315,4
r676_c315,5
r499_c315,5
r123_c315,5
r376_c315,5
r296_c315,4
r595_c315,4
r149_c315,5
r937_c315,5
r271_c315,4
r735_c315,4
r133_c315,5
r743_c315,3
r940_c315,4
r478_c315,5
r445_c315,5
r223_c315,5
r144_c315,4
r689_c315,4
r202_c315,5
r471_c315,4
r226_c315,4
r949_c315,5
r611_c315,3
r164_c315,4
r622_c315,4
r157_c315,4
r865_c315,5
r657_c315,4
r238_c315,4
r911_c315,4
r623_c315,5
r116_c315,4
r635_c315,5
r475_c315,5
r386_c315,3
r81_c315,5
r494_c315,3
r82_c315,5
r751_c315,5
r701_c315,3
r534_c315,3
r714_c315,4
r372_c315,5
r629_c315,4
r432_c315,5
r854_c315,4
r521_c315,4
r551_c315,5
r783_c315,3
r597_c315,5
r339_c315,3
r89_c315,5
r829_c315,5
r463_c315,5
r369_c315,3
r661_c315,5
r816_c315,5
r431_c315,4
r251_c315,5
r583_c315,5
r513_c315,4
r59_c315,4
r108_c315,3
r493_c315,4
r99_c315,5
r711_c315,5
r159_c315,4
r200_c315,2
r518_c315,4
r536_c315,5
r67_c315,5
r107_c315,3
r38_c315,5
r550_c315,5
r56_c315,5
r879_c315,5
r967_c315,5
r558_c315,5
r443_c315,3
r360_c315,4
r615_c315,3
r876_c315,4
r73_c315,5
r674_c315,3
r476_c315,4
r961_c315,4
r994_c315,5
r250_c315,5
r281_c315,5
r391_c315,4
r6_c315,5
r233_c315,5
r652_c315,3
r968_c315,3
r754_c315,5
r95_c315,2
r105_c315,4
r239_c315,5
r3_c315,5
r489_c315,5
r882_c315,4
r340_c315,5
r685_c315,4
r352_c315,3
r96_c315,5
r486_c315,4
r415_c315,4
r632_c315,3
r730_c315,4
r169_c315,3
r762_c315,5
r196_c315,5
r596_c315,4
r174_c315,5
r918_c315,5
r22_c315,4
r326_c315,4
r266_c315,4
r44_c315,4
r462_c315,5
r605_c315,5
r110_c315,5
r417_c315,2
r241_c315,4
r135_c315,4
r341_c315,5
r244_c315,4
r325_c315,5
r337_c315,3
r45_c315,4
r103_c315,4
r150_c315,5
r776_c315,4
r287_c315,5
r455_c315,4
r2_c315,5
r423_c315,4
r563_c315,5
r373_c315,4
r156_c315,4
r243_c315,5
r600_c315,4
r616_c315,5
r262_c315,4
r153_c315,3
r970_c315,4
r165_c315,5
r216_c404,3
r964_c404,5
r292_c404,5
r598_c404,3
r52_c404,1
r147_c404,3
r306_c404,4
r458_c404,3
r562_c404,4
r295_c404,3
r731_c404,5
r923_c404,4
r868_c404,5
r268_c404,3
r232_c404,4
r875_c404,5
r61_c404,5
r88_c404,3
r76_c404,4
r288_c404,1
r426_c404,4
r210_c404,4
r526_c404,4
r673_c404,5
r771_c404,5
r4_c404,5
r131_c404,3
r7_c404,3
r922_c404,4
r117_c404,4
r988_c404,4
r435_c404,3
r172_c404,5
r633_c404,4
r274_c404,5
r384_c404,3
r581_c404,5
r291_c404,4
r126_c404,1
r517_c404,4
r998_c404,3
r861_c404,5
r366_c404,5
r338_c404,5
r320_c404,3
r437_c404,4
r375_c404,5
r284_c404,5
r11_c404,5
r827_c404,4
r260_c404,4
r557_c404,3
r78_c404,5
r788_c404,3
r515_c404,3
r19_c404,5
r402_c404,2
r283_c404,4
r111_c404,3
r418_c404,5
r124_c404,5
r336_c404,5
r427_c404,2
r942_c404,2
r252_c404,3
r425_c404,4
r464_c404,5
r80_c404,5
r523_c404,5
r823_c404,2
r163_c404,1
r28_c404,5
r424_c404,3
r41_c404,4
r141_c404,2
r208_c404,5
r548_c404,4
r37_c404,5
r1000_c404,4
r496_c404,5
r387_c404,1
r744_c404,4
r134_c404,4
r31_c404,5
r574_c404,4
r920_c404,4
r527_c404,1
r792_c404,5
r585_c404,5
r198_c404,4
r293_c404,5
r591_c404,5
r978_c404,4
r249_c404,5
r884_c404,5
r620_c404,4
r904_c404,4
r612_c404,4
r269_c404,4
r507_c404,4
r452_c404,5
r702_c404,5
r725_c404,5
r351_c404,5
r90_c404,3
r576_c404,3
r761_c404,5
r33_c404,4
r433_c404,5
r10_c404,5
r831_c404,4
r758_c404,5
r512_c404,2
r321_c404,3
r457_c404,5
r383_c404,4
r565_c404,1
r983_c404,4
r756_c404,5
r951_c404,4
r525_c404,4
r355_c404,5
r246_c404,4
r700_c404,4
r510_c404,3
r398_c404,5
r900_c404,3
r739_c404,5
r272_c404,4
r166_c404,3
r58_c404,2
r567_c404,5
r183_c404,3
r396_c404,4
r302_c404,3
r720_c404,1
r601_c404,1
r769_c404,5
r467_c404,4
r350_c404,3
r258_c404,4
r999_c404,4
r511_c404,4
r624_c404,4
r65_c404,4
r185_c404,4
r25_c404,4
r308_c404,4
r932_c404,5
r279_c404,3
r64_c404,5
r555_c404,2
r499_c404,4
r123_c404,5
r404_c404,5
r483_c404,5
r30_c404,5
r257_c404,5
r759_c404,4
r698_c404,4
r149_c404,3
r897_c404,4
r873_c404,5
r450_c404,5
r115_c404,4
r77_c404,4
r97_c404,5
r365_c404,4
r940_c404,4
r445_c404,5
r859_c404,2
r734_c404,4
r236_c404,5
r164_c404,3
r488_c404,4
r865_c404,4
r139_c404,5
r917_c404,4
r909_c404,4
r171_c404,3
r614_c404,2
r49_c404,5
r954_c404,4
r953_c404,4
r911_c404,2
r708_c404,1
r475_c404,4
r167_c404,2
r82_c404,4
r714_c404,4
r282_c404,2
r372_c404,1
r212_c404,4
r432_c404,5
r399_c404,3
r32_c404,3
r991_c404,5
r225_c404,5
r783_c404,4
r597_c404,5
r784_c404,3
r929_c404,3
r495_c404,4
r429_c404,4
r142_c404,4
r89_c404,1
r829_c404,5
r401_c404,3
r400_c404,3
r369_c404,3
r367_c404,3
r152_c404,4
r300_c404,5
r59_c404,1
r711_c404,4
r719_c404,2
r67_c404,5
r470_c404,5
r56_c404,3
r155_c404,3
r53_c404,4
r558_c404,4
r443_c404,4
r989_c404,2
r992_c404,3
r545_c404,5
r615_c404,4
r411_c404,1
r876_c404,4
r832_c404,5
r315_c404,2
r961_c404,4
r178_c404,3
r281_c404,5
r368_c404,1
r500_c404,2
r721_c404,5
r391_c404,2
r474_c404,4
r6_c404,1
r221_c404,5
r233_c404,3
r652_c404,4
r754_c404,5
r828_c404,4
r363_c404,5
r3_c404,5
r382_c404,3
r579_c404,5
r610_c404,5
r340_c404,3
r685_c404,5
r352_c404,5
r96_c404,5
r93_c404,3
r981_c404,5
r388_c404,5
r727_c404,5
r943_c404,5
r254_c404,5
r196_c404,5
r174_c404,5
r57_c404,5
r26_c404,2
r887_c404,4
r18_c404,5
r780_c404,4
r462_c404,3
r5_c404,1
r241_c404,3
r410_c404,5
r325_c404,4
r655_c404,2
r45_c404,1
r568_c404,5
r378_c404,5
r287_c404,3
r985_c404,5
r2_c404,3
r60_c404,4
r9_c404,5
r421_c404,3
r68_c404,3
r285_c404,5
r153_c404,3
r165_c404,5
r216_c61,4
r454_c61,5
r102_c61,5
r666_c61,5
r173_c61,5
r292_c61,5
r219_c61,5
r29_c61,5
r809_c61,5
r729_c61,4
r609_c61,5
r306_c61,5
r520_c61,5
r836_c61,5
r728_c61,5
r295_c61,5
r327_c61,5
r957_c61,5
r923_c61,5
r868_c61,5
r403_c61,5
r50_c61,4
r465_c61,5
r875_c61,5
r354_c61,5
r522_c61,5
r106_c61,5
r61_c61,5
r217_c61,4
r843_c61,5
r195_c61,5
r170_c61,5
r748_c61,4
r288_c61,5
r182_c61,5
r844_c61,3
r230_c61,4
r377_c61,5
r20_c61,5
r426_c61,5
r667_c61,5
r933_c61,5
r210_c61,5
r738_c61,5
r556_c61,4
r863_c61,5
r393_c61,5
r214_c61,4
r814_c61,5
r673_c61,4
r4_c61,5
r131_c61,5
r733_c61,3
r117_c61,4
r94_c61,5
r303_c61,4
r988_c61,5
r435_c61,5
r172_c61,5
r560_c61,4
r66_c61,5
r977_c61,5
r84_c61,5
r633_c61,5
r274_c61,5
r746_c61,5
r740_c61,4
r297_c61,5
r384_c61,5
r669_c61,5
r586_c61,5
r581_c61,5
r613_c61,5
r537_c61,5
r878_c61,5
r811_c61,5
r998_c61,5
r128_c61,4
r580_c61,5
r16_c61,5
r715_c61,5
r861_c61,5
r311_c61,5
r874_c61,5
r366_c61,4
r320_c61,5
r218_c61,3
r641_c61,5
r12_c61,5
r8_c61,5
r375_c61,4
r718_c61,5
r137_c61,5
r531_c61,4
r11_c61,5
r827_c61,5
r260_c61,5
r608_c61,5
r78_c61,5
r788_c61,2
r451_c61,4
r577_c61,5
r717_c61,5
r547_c61,5
r19_c61,4
r402_c61,1
r127_c61,5
r524_c61,5
r283_c61,5
r418_c61,5
r724_c61,5
r710_c61,2
r55_c61,5
r336_c61,5
r414_c61,5
r713_c61,5
r712_c61,5
r856_c61,5
r749_c61,5
r112_c61,5
r242_c61,5
r924_c61,5
r481_c61,5
r252_c61,5
r464_c61,5
r80_c61,5
r912_c61,4
r779_c61,5
r642_c61,5
r523_c61,5
r278_c61,5
r777_c61,4
r333_c61,5
r823_c61,5
r28_c61,5
r424_c61,5
r309_c61,5
r203_c61,5
r849_c61,4
r17_c61,5
r41_c61,5
r921_c61,5
r789_c61,5
r800_c61,4
r208_c61,5
r747_c61,5
r409_c61,5
r79_c61,5
r449_c61,5
r335_c61,5
r37_c61,5
r307_c61,5
r434_c61,5
r387_c61,5
r134_c61,4
r704_c61,3
r542_c61,5
r31_c61,5
r35_c61,5
r276_c61,5
r319_c61,5
r294_c61,5
r846_c61,4
r939_c61,5
r213_c61,5
r527_c61,5
r963_c61,5
r792_c61,5
r585_c61,5
r931_c61,5
r280_c61,5
r125_c61,5
r290_c61,5
r591_c61,4
r154_c61,5
r594_c61,5
r778_c61,5
r438_c61,5
r978_c61,4
r119_c61,4
r249_c61,4
r884_c61,5
r904_c61,5
r612_c61,4
r473_c61,5
r347_c61,3
r231_c61,3
r507_c61,4
r857_c61,5
r346_c61,5
r772_c61,5
r659_c61,5
r725_c61,5
r90_c61,5
r265_c61,5
r553_c61,5
r761_c61,4
r33_c61,5
r750_c61,5
r533_c61,5
r54_c61,5
r890_c61,5
r433_c61,5
r497_c61,5
r850_c61,2
r758_c61,5
r512_c61,3
r286_c61,4
r383_c61,5
r983_c61,5
r833_c61,5
r120_c61,3
r193_c61,3
r773_c61,5
r87_c61,5
r525_c61,5
r27_c61,5
r491_c61,5
r692_c61,5
r893_c61,3
r946_c61,5
r15_c61,5
r684_c61,3
r765_c61,4
r272_c61,4
r255_c61,5
r621_c61,5
r420_c61,3
r36_c61,5
r396_c61,5
r889_c61,5
r1_c61,5
r206_c61,5
r348_c61,5
r349_c61,5
r694_c61,4
r592_c61,3
r769_c61,4
r696_c61,4
r42_c61,5
r258_c61,5
r786_c61,5
r546_c61,3
r999_c61,5
r690_c61,5
r695_c61,5
r204_c61,5
r511_c61,5
r332_c61,4
r624_c61,5
r675_c61,4
r65_c61,3
r279_c61,5
r64_c61,5
r676_c61,4
r499_c61,5
