,Id,Prediction
2434,r8345_c434,5
2435,r8575_c434,5
2436,r8991_c434,5
2437,r9093_c434,5
2438,r9095_c434,4
2439,r9138_c434,3
2440,r9157_c434,5
2441,r9177_c434,5
2442,r9314_c434,5
2443,r9691_c434,5
2444,r9792_c434,4
2445,r9799_c434,5
2446,r9930_c434,5
2447,r9970_c434,5
2448,r401_c445,5
2449,r410_c445,5
2450,r485_c445,5
2451,r563_c445,5
2452,r595_c445,4
2453,r720_c445,5
2454,r1435_c445,4
2455,r1456_c445,5
2456,r1525_c445,4
2457,r2078_c445,3
2458,r2134_c445,5
2459,r2178_c445,3
2460,r2340_c445,5
2461,r2458_c445,5
2462,r2526_c445,5
2463,r2890_c445,5
2464,r3054_c445,5
2465,r3069_c445,5
2466,r3087_c445,5
2467,r3288_c445,5
2468,r3489_c445,5
2469,r3811_c445,5
2470,r4027_c445,5
2471,r4280_c445,5
2472,r4519_c445,5
2473,r4863_c445,4
2474,r4898_c445,5
2475,r5013_c445,5
2476,r5319_c445,5
2477,r5348_c445,5
2478,r5400_c445,5
2479,r5512_c445,5
2480,r5566_c445,5
2481,r5768_c445,5
2482,r5817_c445,5
2483,r5874_c445,5
2484,r5902_c445,5
2485,r5938_c445,5
2486,r5995_c445,5
2487,r6341_c445,5
2488,r6789_c445,5
2489,r6915_c445,5
2490,r7239_c445,3
2491,r7254_c445,1
2492,r7261_c445,5
2493,r7608_c445,5
2494,r7757_c445,5
2495,r7846_c445,5
2496,r7878_c445,5
2497,r7912_c445,5
2498,r7983_c445,5
2499,r8345_c445,4
2500,r8359_c445,4
2501,r8480_c445,5
2502,r8717_c445,5
2503,r8991_c445,5
2504,r9138_c445,5
2505,r9157_c445,4
2506,r9171_c445,5
2507,r9304_c445,5
2508,r9314_c445,5
2509,r9414_c445,5
2510,r9525_c445,4
2511,r9792_c445,5
2512,r9916_c445,5
2513,r9939_c445,5
2514,r9970_c445,5
2515,r81_c458,5
2516,r401_c458,5
2517,r410_c458,5
2518,r485_c458,5
2519,r563_c458,5
2520,r595_c458,5
2521,r727_c458,5
2522,r763_c458,5
2523,r1435_c458,5
2524,r1456_c458,4
2525,r1878_c458,5
2526,r1895_c458,5
2527,r2078_c458,5
2528,r2144_c458,5
2529,r2340_c458,5
2530,r2458_c458,5
2531,r2890_c458,5
2532,r3054_c458,5
2533,r3069_c458,5
2534,r3130_c458,5
2535,r3489_c458,5
2536,r3645_c458,5
2537,r3952_c458,5
2538,r4195_c458,5
2539,r4280_c458,5
2540,r4519_c458,5
2541,r4863_c458,4
2542,r4898_c458,5
2543,r5013_c458,5
2544,r5319_c458,5
2545,r5559_c458,5
2546,r5566_c458,5
2547,r5677_c458,5
2548,r5706_c458,5
2549,r5768_c458,5
2550,r5817_c458,5
2551,r5889_c458,5
2552,r5902_c458,5
2553,r5938_c458,5
2554,r5995_c458,5
2555,r6915_c458,5
2556,r7239_c458,5
2557,r7254_c458,5
2558,r7261_c458,5
2559,r7319_c458,5
2560,r7608_c458,2
2561,r7846_c458,3
2562,r7912_c458,5
2563,r8345_c458,4
2564,r8359_c458,5
2565,r8480_c458,3
2566,r8717_c458,5
2567,r8991_c458,5
2568,r9102_c458,5
2569,r9138_c458,4
2570,r9157_c458,5
2571,r9171_c458,5
2572,r9314_c458,5
2573,r9414_c458,5
2574,r9525_c458,4
2575,r9691_c458,5
2576,r9792_c458,5
2577,r9799_c458,5
2578,r9916_c458,5
2579,r9930_c458,5
2580,r410_c459,5
2581,r485_c459,5
2582,r595_c459,4
2583,r720_c459,5
2584,r1146_c459,5
2585,r1525_c459,5
2586,r2078_c459,5
2587,r2340_c459,5
2588,r2458_c459,5
2589,r2526_c459,4
2590,r2890_c459,5
2591,r3054_c459,5
2592,r3069_c459,5
2593,r3130_c459,5
2594,r3288_c459,4
2595,r3489_c459,5
2596,r3811_c459,5
2597,r3915_c459,5
2598,r4195_c459,5
2599,r4898_c459,3
2600,r5013_c459,5
2601,r5319_c459,5
2602,r5348_c459,5
2603,r5512_c459,5
2604,r5559_c459,5
2605,r5566_c459,4
2606,r5706_c459,5
2607,r5817_c459,5
2608,r5874_c459,3
2609,r5889_c459,5
2610,r5938_c459,5
2611,r5995_c459,5
2612,r6341_c459,5
2613,r6915_c459,4
2614,r7254_c459,2
2615,r7319_c459,5
2616,r7335_c459,5
2617,r7846_c459,5
2618,r7878_c459,5
2619,r7912_c459,5
2620,r7983_c459,5
2621,r8288_c459,5
2622,r8345_c459,4
2623,r8359_c459,5
2624,r8717_c459,5
2625,r9102_c459,5
2626,r9157_c459,3
2627,r9171_c459,5
2628,r9177_c459,5
2629,r9304_c459,5
2630,r9314_c459,5
2631,r9414_c459,5
2632,r9525_c459,5
2633,r9930_c459,4
2634,r9939_c459,5
2635,r81_c471,5
2636,r401_c471,5
2637,r410_c471,5
2638,r485_c471,5
2639,r515_c471,3
2640,r563_c471,5
2641,r763_c471,2
2642,r1456_c471,5
2643,r1878_c471,5
2644,r2078_c471,5
2645,r2134_c471,5
2646,r2178_c471,5
2647,r2890_c471,5
2648,r3087_c471,5
2649,r3130_c471,5
2650,r3489_c471,5
2651,r3645_c471,2
2652,r3811_c471,5
2653,r3952_c471,5
2654,r4195_c471,5
2655,r4280_c471,5
2656,r4863_c471,5
2657,r4898_c471,5
2658,r5013_c471,5
2659,r5400_c471,5
2660,r5512_c471,5
2661,r5566_c471,5
2662,r5677_c471,5
2663,r5768_c471,5
2664,r5889_c471,5
2665,r5902_c471,5
2666,r5995_c471,5
2667,r6789_c471,5
2668,r6915_c471,5
2669,r7254_c471,5
2670,r7261_c471,5
2671,r7319_c471,5
2672,r7335_c471,5
2673,r7420_c471,5
2674,r7846_c471,5
2675,r7878_c471,5
2676,r7912_c471,5
2677,r7983_c471,3
2678,r8288_c471,5
2679,r8345_c471,5
2680,r8480_c471,5
2681,r8575_c471,5
2682,r8991_c471,5
2683,r9093_c471,5
2684,r9095_c471,5
2685,r9138_c471,5
2686,r9157_c471,3
2687,r9171_c471,5
2688,r9177_c471,5
2689,r9304_c471,5
2690,r9314_c471,5
2691,r9414_c471,5
2692,r9525_c471,5
2693,r9691_c471,5
2694,r9792_c471,5
2695,r9970_c471,5
2696,r485_c477,5
2697,r563_c477,5
2698,r727_c477,4
2699,r1435_c477,5
2700,r1525_c477,5
2701,r2134_c477,5
2702,r2178_c477,5
2703,r2890_c477,5
2704,r3054_c477,5
2705,r3069_c477,5
2706,r3489_c477,5
2707,r3645_c477,5
2708,r3811_c477,4
2709,r3915_c477,4
2710,r3952_c477,5
2711,r4027_c477,5
2712,r4280_c477,5
2713,r4863_c477,4
2714,r5013_c477,5
2715,r5348_c477,5
2716,r5383_c477,4
2717,r5512_c477,5
2718,r5559_c477,5
2719,r5768_c477,5
2720,r5874_c477,3
2721,r6096_c477,5
2722,r6341_c477,5
2723,r6789_c477,5
2724,r7239_c477,2
2725,r7261_c477,5
2726,r7335_c477,5
2727,r7420_c477,5
2728,r8288_c477,5
2729,r8575_c477,5
2730,r8717_c477,4
2731,r8991_c477,3
2732,r9095_c477,5
2733,r9157_c477,5
2734,r9171_c477,5
2735,r9177_c477,5
2736,r9314_c477,5
2737,r9525_c477,5
2738,r9799_c477,5
2739,r9916_c477,4
2740,r9939_c477,5
2741,r9970_c477,5
2742,r81_c478,5
2743,r410_c478,2
2744,r515_c478,5
2745,r1878_c478,5
2746,r1895_c478,3
2747,r2078_c478,3
2748,r2340_c478,5
2749,r2458_c478,4
2750,r3087_c478,4
2751,r3130_c478,5
2752,r3288_c478,5
2753,r3489_c478,5
2754,r3645_c478,5
2755,r3915_c478,4
2756,r4027_c478,3
2757,r4280_c478,5
2758,r4519_c478,5
2759,r4876_c478,4
2760,r4898_c478,4
2761,r4995_c478,5
2762,r5013_c478,5
2763,r5383_c478,5
2764,r5512_c478,5
2765,r5677_c478,5
2766,r5706_c478,5
2767,r5768_c478,3
2768,r5817_c478,5
2769,r5902_c478,4
2770,r6341_c478,5
2771,r6915_c478,5
2772,r7254_c478,3
2773,r7261_c478,4
2774,r7319_c478,5
2775,r7335_c478,5
2776,r7608_c478,5
2777,r7757_c478,5
2778,r7846_c478,5
2779,r7878_c478,5
2780,r7983_c478,5
2781,r8288_c478,5
2782,r8359_c478,5
2783,r8480_c478,1
2784,r8575_c478,5
2785,r8717_c478,4
2786,r9095_c478,5
2787,r9102_c478,5
2788,r9157_c478,5
2789,r9171_c478,5
2790,r9177_c478,5
2791,r9304_c478,5
2792,r9414_c478,5
2793,r9799_c478,5
2794,r9939_c478,4
2795,r401_c487,5
2796,r410_c487,5
2797,r485_c487,5
2798,r515_c487,5
2799,r595_c487,3
2800,r720_c487,5
2801,r727_c487,5
2802,r763_c487,5
2803,r1456_c487,5
2804,r1525_c487,5
2805,r1878_c487,5
2806,r1895_c487,4
2807,r2144_c487,5
2808,r2178_c487,4
2809,r2340_c487,5
2810,r2526_c487,5
2811,r3054_c487,5
2812,r3069_c487,5
2813,r3130_c487,4
2814,r3288_c487,5
2815,r3811_c487,5
2816,r3915_c487,4
2817,r4027_c487,5
2818,r4195_c487,3
2819,r4280_c487,5
2820,r4863_c487,4
2821,r4898_c487,5
2822,r4995_c487,4
2823,r5400_c487,5
2824,r5512_c487,5
2825,r5559_c487,4
2826,r5677_c487,4
2827,r5706_c487,5
2828,r5768_c487,5
2829,r5817_c487,5
2830,r5938_c487,5
2831,r6341_c487,5
2832,r6915_c487,3
2833,r7239_c487,5
2834,r7261_c487,5
2835,r7420_c487,5
2836,r7846_c487,5
2837,r7983_c487,5
2838,r8288_c487,4
2839,r8345_c487,3
2840,r8359_c487,4
2841,r8575_c487,5
2842,r8717_c487,5
2843,r9093_c487,5
2844,r9138_c487,4
2845,r9157_c487,4
2846,r9525_c487,3
2847,r9792_c487,5
2848,r9916_c487,5
2849,r9939_c487,5
2850,r401_c495,5
2851,r720_c495,5
2852,r727_c495,5
2853,r763_c495,3
2854,r1146_c495,5
2855,r1895_c495,3
2856,r2078_c495,4
2857,r2134_c495,5
2858,r2178_c495,5
2859,r2458_c495,5
2860,r2890_c495,5
2861,r3054_c495,5
2862,r3069_c495,5
2863,r3087_c495,5
2864,r3489_c495,3
2865,r3645_c495,5
2866,r3952_c495,5
2867,r4027_c495,5
2868,r4280_c495,5
2869,r4519_c495,5
2870,r4863_c495,5
2871,r4876_c495,5
2872,r5348_c495,5
2873,r5512_c495,5
2874,r5566_c495,5
2875,r5817_c495,5
2876,r5889_c495,5
2877,r5938_c495,5
2878,r5995_c495,5
2879,r6915_c495,5
2880,r7239_c495,5
2881,r7254_c495,5
2882,r7261_c495,5
2883,r7335_c495,5
2884,r7757_c495,5
2885,r7846_c495,5
2886,r7983_c495,5
2887,r8345_c495,5
2888,r8575_c495,5
2889,r8717_c495,5
2890,r8991_c495,5
2891,r9095_c495,4
2892,r9102_c495,5
2893,r9138_c495,5
2894,r9171_c495,5
2895,r9304_c495,5
2896,r9414_c495,4
2897,r9525_c495,1
2898,r9691_c495,5
2899,r9916_c495,5
2900,r9930_c495,2
2901,r9939_c495,5
2902,r9970_c495,5
2903,r81_c499,5
2904,r410_c499,5
2905,r485_c499,5
2906,r515_c499,5
2907,r763_c499,5
2908,r1146_c499,4
2909,r1435_c499,5
2910,r1456_c499,5
2911,r1895_c499,5
2912,r2078_c499,2
2913,r2134_c499,3
2914,r2144_c499,4
2915,r2178_c499,5
2916,r2890_c499,3
2917,r3069_c499,5
2918,r3087_c499,5
2919,r3130_c499,4
2920,r3489_c499,2
2921,r3811_c499,5
2922,r3952_c499,5
2923,r4027_c499,5
2924,r4280_c499,5
2925,r4519_c499,5
2926,r4863_c499,3
2927,r5013_c499,5
2928,r5319_c499,4
2929,r5383_c499,5
2930,r5400_c499,5
2931,r5559_c499,2
2932,r5677_c499,1
2933,r5706_c499,5
2934,r5874_c499,5
2935,r5889_c499,5
2936,r5902_c499,5
2937,r5938_c499,4
2938,r5995_c499,5
2939,r6096_c499,5
2940,r6341_c499,5
2941,r6915_c499,5
2942,r7239_c499,5
2943,r7319_c499,2
2944,r7420_c499,5
2945,r7757_c499,3
2946,r7878_c499,5
2947,r7912_c499,5
2948,r8288_c499,5
2949,r8359_c499,5
2950,r8480_c499,5
2951,r8575_c499,3
2952,r8717_c499,4
2953,r8991_c499,4
2954,r9093_c499,5
2955,r9095_c499,3
2956,r9102_c499,5
2957,r9171_c499,5
2958,r9177_c499,5
2959,r9304_c499,5
2960,r9314_c499,5
2961,r9414_c499,5
2962,r9792_c499,4
2963,r9930_c499,1
2964,r9970_c499,5
2965,r410_c525,4
2966,r515_c525,3
2967,r563_c525,5
2968,r595_c525,2
2969,r727_c525,5
2970,r763_c525,4
2971,r1435_c525,4
2972,r1895_c525,5
2973,r2144_c525,5
2974,r2458_c525,5
2975,r3054_c525,4
2976,r3130_c525,5
2977,r3288_c525,4
2978,r3645_c525,4
2979,r3811_c525,5
2980,r3915_c525,5
2981,r4027_c525,5
2982,r4280_c525,5
2983,r4863_c525,4
2984,r4995_c525,1
2985,r5013_c525,5
2986,r5348_c525,5
2987,r5512_c525,5
2988,r5559_c525,5
2989,r5677_c525,2
2990,r5768_c525,5
2991,r5938_c525,5
2992,r5995_c525,5
2993,r6341_c525,5
2994,r6789_c525,5
2995,r6915_c525,5
2996,r7335_c525,4
2997,r7420_c525,5
2998,r7846_c525,4
2999,r7878_c525,5
3000,r7912_c525,5
3001,r7983_c525,5
3002,r8288_c525,5
3003,r8575_c525,5
3004,r8717_c525,4
3005,r9093_c525,5
3006,r9171_c525,3
3007,r9304_c525,5
3008,r9525_c525,5
3009,r9792_c525,5
3010,r9799_c525,5
3011,r9916_c525,3
3012,r9930_c525,5
3013,r9939_c525,5
3014,r401_c534,5
3015,r515_c534,5
3016,r563_c534,5
3017,r595_c534,5
3018,r720_c534,3
3019,r727_c534,5
3020,r763_c534,4
3021,r1146_c534,4
3022,r1435_c534,5
3023,r1878_c534,5
3024,r1895_c534,5
3025,r2078_c534,5
3026,r2134_c534,5
3027,r2144_c534,5
3028,r2178_c534,5
3029,r2340_c534,5
3030,r2458_c534,5
3031,r3054_c534,5
3032,r3087_c534,4
3033,r3288_c534,5
3034,r3952_c534,5
3035,r4027_c534,3
3036,r4195_c534,5
3037,r4280_c534,5
3038,r4519_c534,5
3039,r4863_c534,4
3040,r4876_c534,5
3041,r4898_c534,5
3042,r4995_c534,4
3043,r5383_c534,4
3044,r5400_c534,5
3045,r5512_c534,5
3046,r5559_c534,5
3047,r5677_c534,5
3048,r5706_c534,4
3049,r5768_c534,5
3050,r5817_c534,5
3051,r5874_c534,5
3052,r5889_c534,5
3053,r5902_c534,4
3054,r5995_c534,4
3055,r6096_c534,5
3056,r6341_c534,5
3057,r6789_c534,5
3058,r6915_c534,5
3059,r7239_c534,5
3060,r7254_c534,5
3061,r7261_c534,5
3062,r7335_c534,5
3063,r7608_c534,5
3064,r7757_c534,5
3065,r7912_c534,4
3066,r8288_c534,5
3067,r8480_c534,5
3068,r9095_c534,4
3069,r9157_c534,5
3070,r9171_c534,5
3071,r9177_c534,5
3072,r9414_c534,5
3073,r9525_c534,5
3074,r9691_c534,5
3075,r9792_c534,5
3076,r9799_c534,5
3077,r9916_c534,4
3078,r9930_c534,5
3079,r9939_c534,5
3080,r81_c547,5
3081,r401_c547,5
3082,r410_c547,1
3083,r485_c547,3
3084,r515_c547,3
3085,r763_c547,3
3086,r1435_c547,3
3087,r1525_c547,5
3088,r1895_c547,5
3089,r2134_c547,5
3090,r2178_c547,4
3091,r2458_c547,5
3092,r2526_c547,4
3093,r3087_c547,3
3094,r3130_c547,4
3095,r3489_c547,5
3096,r3645_c547,3
3097,r3811_c547,5
3098,r3915_c547,5
3099,r3952_c547,4
3100,r4027_c547,5
3101,r4195_c547,5
3102,r4519_c547,5
3103,r4863_c547,4
3104,r4995_c547,5
3105,r5400_c547,4
3106,r5559_c547,1
3107,r5566_c547,4
3108,r5817_c547,3
3109,r5874_c547,4
3110,r5889_c547,5
3111,r5902_c547,4
3112,r5995_c547,5
3113,r6096_c547,5
3114,r6341_c547,5
3115,r6915_c547,4
3116,r7254_c547,5
3117,r7261_c547,5
3118,r7319_c547,3
3119,r7335_c547,5
3120,r7608_c547,5
3121,r7878_c547,5
3122,r7983_c547,5
3123,r8288_c547,5
3124,r8575_c547,5
3125,r8717_c547,5
3126,r8991_c547,5
3127,r9093_c547,5
3128,r9095_c547,2
3129,r9102_c547,5
3130,r9171_c547,5
3131,r9177_c547,5
3132,r9304_c547,5
3133,r9314_c547,5
3134,r9525_c547,5
3135,r9792_c547,4
3136,r9939_c547,5
3137,r9970_c547,5
3138,r81_c591,5
3139,r410_c591,5
3140,r515_c591,5
3141,r727_c591,4
3142,r763_c591,5
3143,r1456_c591,5
3144,r1525_c591,5
3145,r1878_c591,5
3146,r1895_c591,5
3147,r2078_c591,5
3148,r2178_c591,5
3149,r2458_c591,4
3150,r2526_c591,5
3151,r3054_c591,5
3152,r3288_c591,5
3153,r3489_c591,5
3154,r3811_c591,5
3155,r3915_c591,5
3156,r3952_c591,5
3157,r4027_c591,5
3158,r4195_c591,5
3159,r4280_c591,5
3160,r4863_c591,4
3161,r4995_c591,5
3162,r5013_c591,5
3163,r5319_c591,5
3164,r5348_c591,5
3165,r5383_c591,5
3166,r5400_c591,5
3167,r5566_c591,5
3168,r5677_c591,4
3169,r5706_c591,4
3170,r5938_c591,3
3171,r6341_c591,5
3172,r6789_c591,5
3173,r6915_c591,5
3174,r7254_c591,5
3175,r7261_c591,3
3176,r7335_c591,5
3177,r7757_c591,5
3178,r7878_c591,4
3179,r8359_c591,5
3180,r8480_c591,5
3181,r9093_c591,5
3182,r9095_c591,5
3183,r9157_c591,4
3184,r9177_c591,5
3185,r9314_c591,5
3186,r9414_c591,4
3187,r9691_c591,5
3188,r9792_c591,3
3189,r9799_c591,3
3190,r9939_c591,5
3191,r401_c594,5
3192,r485_c594,5
3193,r515_c594,5
3194,r563_c594,5
3195,r595_c594,5
3196,r1525_c594,5
3197,r2078_c594,5
3198,r2144_c594,5
3199,r2178_c594,5
3200,r2340_c594,5
3201,r2526_c594,5
3202,r2890_c594,5
3203,r3054_c594,5
3204,r3069_c594,5
3205,r3087_c594,5
3206,r3288_c594,4
3207,r3645_c594,5
3208,r3811_c594,5
3209,r3952_c594,5
3210,r4280_c594,5
3211,r4876_c594,5
3212,r5013_c594,5
3213,r5319_c594,5
3214,r5348_c594,5
3215,r5400_c594,5
3216,r5512_c594,5
3217,r5566_c594,5
3218,r5768_c594,5
3219,r5889_c594,5
3220,r5938_c594,5
3221,r6096_c594,5
3222,r6341_c594,5
3223,r7254_c594,5
3224,r7319_c594,5
3225,r7335_c594,5
3226,r7608_c594,5
3227,r7757_c594,5
3228,r7846_c594,5
3229,r7878_c594,5
3230,r8288_c594,5
3231,r8359_c594,5
3232,r8480_c594,5
3233,r8575_c594,5
3234,r9102_c594,5
3235,r9138_c594,5
3236,r9157_c594,5
3237,r9171_c594,5
3238,r9177_c594,5
3239,r9314_c594,4
3240,r9525_c594,5
3241,r9691_c594,5
3242,r9799_c594,5
3243,r9916_c594,5
3244,r81_c595,5
3245,r401_c595,5
3246,r563_c595,5
3247,r595_c595,5
3248,r720_c595,3
3249,r727_c595,5
3250,r763_c595,3
3251,r1878_c595,5
3252,r1895_c595,5
3253,r2078_c595,5
3254,r2144_c595,5
3255,r2178_c595,5
3256,r2458_c595,5
3257,r2526_c595,5
3258,r2890_c595,2
3259,r3069_c595,5
3260,r3288_c595,2
3261,r3489_c595,5
3262,r3645_c595,5
3263,r3811_c595,5
3264,r3915_c595,5
3265,r4027_c595,5
3266,r4280_c595,5
3267,r4519_c595,5
3268,r4876_c595,3
3269,r5348_c595,5
3270,r5383_c595,5
3271,r5566_c595,5
3272,r5677_c595,4
3273,r5706_c595,5
3274,r5768_c595,5
3275,r5817_c595,5
3276,r5874_c595,5
3277,r5889_c595,5
3278,r5995_c595,4
3279,r6096_c595,5
3280,r6789_c595,5
3281,r7239_c595,5
3282,r7254_c595,5
3283,r7319_c595,5
3284,r7335_c595,5
3285,r7878_c595,5
3286,r7912_c595,5
3287,r7983_c595,3
3288,r8345_c595,5
3289,r8480_c595,5
3290,r8575_c595,5
3291,r8991_c595,5
3292,r9095_c595,5
3293,r9102_c595,4
3294,r9138_c595,5
3295,r9157_c595,5
3296,r9171_c595,5
3297,r9177_c595,5
3298,r9314_c595,5
3299,r9414_c595,5
3300,r9691_c595,5
3301,r9792_c595,5
3302,r9799_c595,5
3303,r9916_c595,3
3304,r9970_c595,5
3305,r410_c596,5
3306,r485_c596,5
3307,r563_c596,5
3308,r727_c596,5
3309,r1146_c596,5
3310,r1435_c596,5
3311,r1456_c596,5
3312,r1525_c596,5
3313,r1895_c596,5
3314,r2144_c596,5
3315,r2340_c596,5
3316,r2458_c596,5
3317,r2526_c596,5
3318,r3054_c596,5
3319,r3069_c596,5
3320,r3130_c596,5
3321,r3288_c596,5
3322,r3489_c596,5
3323,r3645_c596,5
3324,r3811_c596,5
3325,r4195_c596,5
3326,r4519_c596,5
3327,r4898_c596,5
3328,r4995_c596,5
3329,r5319_c596,5
3330,r5400_c596,5
3331,r5512_c596,5
3332,r5768_c596,5
3333,r5889_c596,5
3334,r5938_c596,5
3335,r5995_c596,5
3336,r6789_c596,5
3337,r7239_c596,5
3338,r7319_c596,5
3339,r7335_c596,5
3340,r7608_c596,5
3341,r7757_c596,5
3342,r7846_c596,5
3343,r7878_c596,5
3344,r7983_c596,5
3345,r8345_c596,5
3346,r8359_c596,5
3347,r8480_c596,5
3348,r8717_c596,5
3349,r9093_c596,5
3350,r9095_c596,5
3351,r9102_c596,5
3352,r9138_c596,5
3353,r9171_c596,5
3354,r9304_c596,5
3355,r9414_c596,5
3356,r9691_c596,5
3357,r9792_c596,5
3358,r9970_c596,5
3359,r81_c598,5
3360,r401_c598,5
3361,r410_c598,5
3362,r485_c598,5
3363,r563_c598,5
3364,r727_c598,5
3365,r763_c598,4
3366,r1146_c598,5
3367,r1435_c598,5
3368,r1456_c598,5
3369,r1525_c598,5
3370,r1878_c598,5
3371,r2078_c598,5
3372,r2134_c598,5
3373,r2458_c598,5
3374,r2890_c598,2
3375,r3054_c598,5
3376,r3069_c598,5
3377,r3087_c598,5
3378,r3288_c598,5
3379,r3489_c598,5
3380,r3915_c598,5
3381,r3952_c598,5
3382,r4027_c598,5
3383,r4195_c598,5
3384,r4863_c598,5
3385,r4876_c598,5
3386,r4898_c598,5
3387,r4995_c598,4
3388,r5348_c598,5
3389,r5383_c598,4
3390,r5400_c598,2
3391,r5512_c598,5
3392,r5559_c598,5
3393,r5566_c598,5
3394,r5677_c598,5
3395,r5706_c598,5
3396,r5768_c598,5
3397,r5817_c598,5
3398,r5874_c598,5
3399,r5889_c598,5
3400,r5902_c598,5
3401,r5995_c598,5
3402,r6096_c598,5
3403,r6341_c598,5
3404,r6915_c598,5
3405,r7254_c598,5
3406,r7319_c598,5
3407,r7335_c598,5
3408,r7608_c598,5
3409,r7757_c598,5
3410,r7878_c598,5
3411,r7983_c598,5
3412,r8480_c598,5
3413,r8575_c598,5
3414,r9095_c598,5
3415,r9157_c598,5
3416,r9314_c598,5
3417,r9414_c598,5
3418,r9525_c598,5
3419,r9691_c598,5
3420,r9792_c598,5
3421,r9970_c598,5
3422,r401_c599,5
3423,r410_c599,3
3424,r485_c599,5
3425,r563_c599,5
3426,r720_c599,5
3427,r727_c599,4
3428,r1146_c599,5
3429,r1878_c599,5
3430,r1895_c599,2
3431,r2078_c599,3
3432,r2134_c599,5
3433,r2144_c599,5
3434,r2340_c599,5
3435,r2458_c599,4
3436,r2890_c599,2
3437,r3054_c599,5
3438,r3288_c599,5
3439,r3489_c599,5
3440,r3645_c599,4
3441,r3811_c599,4
3442,r3952_c599,5
3443,r4027_c599,5
3444,r4876_c599,5
3445,r4898_c599,5
3446,r4995_c599,5
3447,r5013_c599,5
3448,r5319_c599,5
3449,r5348_c599,5
3450,r5383_c599,4
3451,r5400_c599,5
3452,r5559_c599,5
3453,r5566_c599,5
3454,r5677_c599,5
3455,r5706_c599,2
3456,r5768_c599,5
3457,r5817_c599,4
3458,r5874_c599,5
3459,r5995_c599,5
3460,r6096_c599,5
3461,r7254_c599,5
3462,r7261_c599,5
3463,r7319_c599,5
3464,r7335_c599,5
3465,r7608_c599,5
3466,r7757_c599,4
3467,r7846_c599,5
3468,r7912_c599,2
3469,r7983_c599,5
3470,r8288_c599,5
3471,r8345_c599,3
3472,r8359_c599,2
3473,r8717_c599,5
3474,r9093_c599,5
3475,r9138_c599,4
3476,r9157_c599,5
3477,r9171_c599,5
3478,r9304_c599,5
3479,r9314_c599,5
3480,r9970_c599,5
3481,r81_c604,5
3482,r410_c604,5
3483,r515_c604,5
3484,r563_c604,5
3485,r720_c604,3
3486,r763_c604,5
3487,r1456_c604,5
3488,r1525_c604,5
3489,r2134_c604,5
3490,r2144_c604,3
3491,r2340_c604,4
3492,r2526_c604,4
3493,r2890_c604,5
3494,r3054_c604,5
3495,r3069_c604,5
3496,r3130_c604,5
3497,r3288_c604,5
3498,r3489_c604,5
3499,r3645_c604,5
3500,r3915_c604,3
3501,r3952_c604,5
3502,r4195_c604,5
3503,r4280_c604,5
3504,r4876_c604,3
3505,r4898_c604,5
3506,r4995_c604,3
3507,r5013_c604,5
3508,r5319_c604,2
3509,r5566_c604,5
3510,r5706_c604,4
3511,r5817_c604,5
3512,r5874_c604,4
3513,r5889_c604,4
3514,r5902_c604,5
3515,r5995_c604,4
3516,r6096_c604,3
3517,r6341_c604,5
3518,r6789_c604,5
3519,r6915_c604,3
3520,r7239_c604,5
3521,r7261_c604,5
3522,r7319_c604,5
3523,r7420_c604,5
3524,r7757_c604,5
3525,r7846_c604,5
3526,r7912_c604,5
3527,r7983_c604,5
3528,r8288_c604,5
3529,r8480_c604,5
3530,r8991_c604,4
3531,r9095_c604,5
3532,r9157_c604,5
3533,r9171_c604,5
3534,r9414_c604,4
3535,r9525_c604,4
3536,r9691_c604,5
3537,r9792_c604,5
3538,r9799_c604,5
3539,r9930_c604,5
3540,r9939_c604,5
3541,r9970_c604,5
3542,r81_c606,5
3543,r410_c606,5
3544,r485_c606,5
3545,r563_c606,5
3546,r720_c606,3
3547,r727_c606,4
3548,r763_c606,4
3549,r1146_c606,5
3550,r1435_c606,5
3551,r1456_c606,5
3552,r1525_c606,5
3553,r1878_c606,5
3554,r1895_c606,4
3555,r2078_c606,3
3556,r2134_c606,5
3557,r2144_c606,5
3558,r2340_c606,5
3559,r2890_c606,4
3560,r3087_c606,5
3561,r3130_c606,5
3562,r3915_c606,3
3563,r3952_c606,5
3564,r4195_c606,5
3565,r4519_c606,5
3566,r4863_c606,5
3567,r4876_c606,5
3568,r4898_c606,5
3569,r4995_c606,5
3570,r5319_c606,5
3571,r5348_c606,4
3572,r5383_c606,3
3573,r5400_c606,5
3574,r5512_c606,5
3575,r5768_c606,5
3576,r5817_c606,5
3577,r5874_c606,5
3578,r5889_c606,5
3579,r5995_c606,5
3580,r6789_c606,5
3581,r7261_c606,3
3582,r7319_c606,5
3583,r7335_c606,5
3584,r7757_c606,5
3585,r7846_c606,5
3586,r7878_c606,4
3587,r7912_c606,5
3588,r7983_c606,5
3589,r8288_c606,5
3590,r8359_c606,5
3591,r8480_c606,5
3592,r8717_c606,5
3593,r9093_c606,5
3594,r9095_c606,3
3595,r9102_c606,3
3596,r9138_c606,3
3597,r9157_c606,5
3598,r9177_c606,5
3599,r9304_c606,5
3600,r9314_c606,4
3601,r9792_c606,5
3602,r9930_c606,5
3603,r9939_c606,5
3604,r81_c608,5
3605,r401_c608,5
3606,r410_c608,5
3607,r485_c608,5
3608,r563_c608,5
